,level_0,index,path,variant,food,sex,other_labels,source,predicted,biting_score,chewing_score,swallow_score
43,132,1086,datasets/food_intake_dataset/cookie/by/4_35.wav,swallow,cookie,male,,food_intake_dataset,swallow,0.013432865031063557,0.004717578180134296,0.9818494915962219
44,133,2186,datasets/food_intake_dataset/walnut/gy/4_11.wav,swallow,walnut,male,,food_intake_dataset,swallow,0.0039011905901134014,0.0035941200330853462,0.9925047159194946
45,134,1969,datasets/food_intake_dataset/walnut/by/1_8.wav,swallow,walnut,male,,food_intake_dataset,swallow,0.19099780917167664,0.006789923645555973,0.8022122979164124
46,135,1905,datasets/food_intake_dataset/patato_chips/wy/2_5.wav,swallow,patato_chips,female,,food_intake_dataset,swallow,0.0021029876079410315,0.0054878368973731995,0.9924091100692749
47,136,1538,datasets/food_intake_dataset/patato_chips/by/3_40.wav,swallow,patato_chips,male,,food_intake_dataset,swallow,0.030979035422205925,0.0993167981505394,0.8697041869163513
48,137,2453,datasets/food_intake_dataset/water/lh/4_6.wav,swallow,water,male,,food_intake_dataset,chewing,0.3192378878593445,0.636764407157898,0.04399779066443443
49,138,122,datasets/manual/O7bgwuuTEXA_116-117.wav,swallow,cookie,female,,youtube_video,chewing,0.2026868313550949,0.7423705458641052,0.054942693561315536
50,139,14,datasets/eating_foods_sound/burger/burger_7_11.wav,swallow,burger,na,,eating_sound_collection,biting,0.9475058913230896,0.033419959247112274,0.01907411776483059
51,140,464,datasets/food_intake_dataset/apple/lh/2_25.wav,swallow,apple,male,,food_intake_dataset,swallow,0.010373047553002834,0.0009445690084248781,0.9886823892593384
52,141,131,datasets/manual/s8WxySamgys_58-60.wav,swallow,apricot,female,,youtube_video,biting,0.5368667244911194,0.0838284119963646,0.3793048858642578
53,142,1005,datasets/food_intake_dataset/cookie/by/1_24.wav,swallow,cookie,male,,food_intake_dataset,swallow,0.0003427031042519957,2.803709548970801e-06,0.9996545314788818
54,143,450,datasets/food_intake_dataset/apple/lh/2_11.wav,swallow,apple,male,,food_intake_dataset,swallow,0.0260755755007267,0.03570890799164772,0.9382154941558838
55,144,2064,datasets/food_intake_dataset/walnut/cy/2_11.wav,swallow,walnut,female,,food_intake_dataset,swallow,0.008768120780587196,0.03426338732242584,0.9569684863090515
56,145,2010,datasets/food_intake_dataset/walnut/by/3_16.wav,swallow,walnut,male,,food_intake_dataset,swallow,0.014680302701890469,0.0032337671145796776,0.9820859432220459
57,146,2191,datasets/food_intake_dataset/walnut/gy/4_16.wav,swallow,walnut,male,,food_intake_dataset,swallow,0.0028468675445765257,0.0013385243946686387,0.9958146214485168
58,118,2404,datasets/food_intake_dataset/water/cy/2_17.wav,biting,water,female,,food_intake_dataset,biting,0.9998193383216858,6.63399332552217e-05,0.00011424546391936019
59,119,2390,datasets/food_intake_dataset/water/cy/2_3.wav,biting,water,female,,food_intake_dataset,biting,0.9884296655654907,0.00944245234131813,0.002127927029505372
60,120,43,datasets/eating_foods_sound/carrots/carrots_6_03.wav,biting,carrots,na,,eating_sound_collection,biting,0.903117299079895,0.04750525578856468,0.04937742277979851
61,121,697,datasets/food_intake_dataset/carrot/cy/2_28.wav,biting,carrot,female,,food_intake_dataset,chewing,0.33264589309692383,0.6482461094856262,0.019107947126030922
62,122,79,datasets/eating_foods_sound/pickles/pickles_3_16.wav,biting,pickles,na,,eating_sound_collection,biting,0.7533434629440308,0.13242468237876892,0.11423186212778091
63,123,306,datasets/food_intake_dataset/apple/cy/1_1.wav,biting,apple,female,,food_intake_dataset,biting,0.9170724153518677,0.04151148349046707,0.04141612723469734
64,124,343,datasets/food_intake_dataset/apple/cy/1_38.wav,biting,apple,female,,food_intake_dataset,biting,0.8564652800559998,0.005681571550667286,0.13785314559936523
65,125,2339,datasets/food_intake_dataset/water/by/2_3.wav,biting,water,male,,food_intake_dataset,chewing,0.4155210554599762,0.5326533317565918,0.05182559788227081
66,126,575,datasets/food_intake_dataset/carrot/by/4_1.wav,biting,carrot,male,,food_intake_dataset,chewing,0.020502621307969093,0.9775663018226624,0.0019311514915898442
67,127,13,datasets/eating_foods_sound/burger/burger_6_44.wav,biting,burger,na,,eating_sound_collection,biting,0.458745539188385,0.25517532229423523,0.28607913851737976
68,128,452,datasets/food_intake_dataset/apple/lh/2_13.wav,biting,apple,male,,food_intake_dataset,biting,0.8635759353637695,0.009984278120100498,0.12643980979919434
69,129,895,datasets/food_intake_dataset/carrot/lh/2_14.wav,biting,carrot,male,,food_intake_dataset,biting,0.6802580952644348,0.25500431656837463,0.06473754346370697
70,130,174,datasets/manual/DLASMNM0XSE_488-489.wav,biting,donut,female,,youtube_video,biting,0.7336891889572144,0.21951481699943542,0.0467960387468338
71,131,2321,datasets/food_intake_dataset/water/by/1_8.wav,biting,water,male,,food_intake_dataset,biting,0.8870519399642944,0.07218886911869049,0.040759243071079254
72,132,537,datasets/food_intake_dataset/carrot/by/2_1.wav,biting,carrot,male,,food_intake_dataset,chewing,0.3702974021434784,0.37689515948295593,0.25280746817588806
73,133,70,datasets/eating_foods_sound/grapes/grapes_2_79.wav,biting,grapes,na,chewing,eating_sound_collection,biting,0.6358742713928223,0.32090699672698975,0.0432187058031559
74,134,2317,datasets/food_intake_dataset/water/by/1_4.wav,biting,water,male,,food_intake_dataset,biting,0.7082246541976929,0.17196176946163177,0.11981354653835297
75,135,2402,datasets/food_intake_dataset/water/cy/2_15.wav,biting,water,female,,food_intake_dataset,biting,0.996619462966919,0.0006159970071166754,0.0027645472437143326
76,136,576,datasets/food_intake_dataset/carrot/by/4_2.wav,biting,carrot,male,,food_intake_dataset,biting,0.6105356812477112,0.011398634873330593,0.37806573510169983
77,137,503,datasets/food_intake_dataset/carrot/by/1_1.wav,biting,carrot,male,,food_intake_dataset,swallow,0.0019221743568778038,3.9627193473279476e-05,0.9980382323265076
78,138,651,datasets/food_intake_dataset/carrot/cy/1_18.wav,biting,carrot,female,,food_intake_dataset,biting,0.9282119870185852,0.04856470227241516,0.0232232753187418
79,139,416,datasets/food_intake_dataset/apple/lh/1_9.wav,biting,apple,male,,food_intake_dataset,chewing,0.16567659378051758,0.7877331376075745,0.04659029468894005
80,140,115,datasets/eating_foods_sound/wings/wings_9_13.wav,biting,wings,na,,eating_sound_collection,biting,0.9865540862083435,0.0085340216755867,0.004911990836262703
81,141,2394,datasets/food_intake_dataset/water/cy/2_7.wav,biting,water,female,,food_intake_dataset,biting,0.99613356590271,0.002171638421714306,0.0016947775147855282
82,142,2331,datasets/food_intake_dataset/water/by/1_18.wav,biting,water,male,,food_intake_dataset,biting,0.5237811803817749,0.4190804064273834,0.057138409465551376
83,143,2315,datasets/food_intake_dataset/water/by/1_2.wav,biting,water,male,,food_intake_dataset,biting,0.8463850021362305,0.10236276686191559,0.05125218257308006
84,144,2376,datasets/food_intake_dataset/water/cy/1_5.wav,biting,water,female,,food_intake_dataset,biting,0.9947840571403503,0.00373898446559906,0.0014769979752600193
85,145,114,datasets/eating_foods_sound/wings/wings_8_07.wav,biting,wings,na,,eating_sound_collection,biting,0.9218508005142212,0.052311740815639496,0.025837397202849388
86,146,762,datasets/food_intake_dataset/carrot/gy/1_18.wav,biting,carrot,male,,food_intake_dataset,biting,0.7238756418228149,0.19823965430259705,0.07788469642400742
